,Real_Values,MLP,Forest_Regressor
0,0.3005910456780895,0.33721077227366414,0.3336016061470572
1,0.004975144927772871,0.10134159422704184,0.15810724737524504
2,0.009901152270820533,0.019978915640004563,0.03819560850406609
3,0.019609105921322152,0.10383823163824848,0.1635622812244022
4,0.009901152270820533,0.2967620400599449,0.24615455104116155
5,0.0939337299450299,0.5183614405635492,0.49328875087947843
6,0.04763727524777883,0.0724516910298724,0.050013907012930736
7,0.0009990011652100785,0.6595507993116454,0.566458319047293
8,1.6891911029524957,1.1095495494711793,1.2529523688888629
9,0.02913036313631063,0.34893531521245225,0.45947929020894496
10,1.6640821706072386,0.8675730308438983,1.0489887019101278
11,0.009901152270820533,0.04405832687073699,0.07273867097555901
12,0.20791759935016746,0.09496220889484755,0.19651754078678388
13,0.23298636309433307,0.5096334753268815,0.4079235131372314
14,0.009508859958648776,0.19922663208824717,0.10223864581518437
15,0.009901152270820533,0.20551767171776272,0.2610172220821061
16,0.4623410117990646,0.14668211588206717,0.1710080992373524
17,0.7266559776896336,0.4341388513716913,0.2964265564917543
18,0.038471118001329914,0.2706812720627386,0.2062597803802228
19,0.0009990011652100785,0.060576896030995725,0.10169318627023637
20,0.009901152270820533,-0.0007236876301651429,0.04036365117903923
21,0.13081941812202355,0.06096514093619157,0.07934649678029798
22,0.04763727524777883,0.11515352781511348,0.13721044089517107
23,0.9070678210397776,0.6609460700080967,0.7772885138251808
24,0.004975144927772871,0.07088087351863673,0.02617967301843469
25,0.5265890341390446,1.189995891594504,1.148249125858915
26,0.019609105921322152,0.21746057638086028,0.16907662362114576
27,0.3403682858041914,0.6946635720093003,0.5985434901578357
28,0.019609105921322152,0.20439400213215023,0.1321292814126352
29,0.13081941812202355,0.4408870531164665,0.5923012081362229
30,1.7415042479768434,1.5432868608843762,1.4266491536198576
31,0.13081941812202355,0.07815271412759564,0.06275807240109926
32,0.17447448188377968,0.5576706816026018,0.6362648664924948
33,0.3403682858041914,0.2627080003476048,0.1570971296163554
34,1.0959338768897644,0.8883874865540721,0.9793585883042786
35,0.832992450796493,0.2419411406472313,0.2879478660406034
36,0.0009990011652100785,-0.026666124735626323,0.024164817366285736
37,0.00019996000933092297,0.010796837986627034,0.08711243162951987
38,0.65039140701146,0.5735543591190148,0.6417027755082378
39,0.5265890341390446,0.30067868991039104,0.2578077713189622
40,1.0804178182729878,0.989294077410689,0.8790365732082429
41,0.09103759238300556,0.14496563105799223,0.08093955087559215
42,0.07414322401591543,0.21790741128450355,0.1353080112522536
43,0.09103759238300556,0.04109016085970865,0.15784672472748917
44,2.0021862991048716,1.8467476294826373,1.7874277115866277
45,0.004975144927772871,0.025870643826756662,0.04808379627186239
46,0.0004997501457421424,-0.03739915411635772,0.09919416441585013
47,0.019609105921322152,0.09219886987610307,0.08371984158644577
48,0.13838708910457562,0.5562025892262966,0.4770304526134345
49,1.3844746475784575,0.6457301053452259,1.1692172840464181
50,0.16747992665140268,0.3068970554297422,0.2844842436744326
51,0.41618828221512294,0.107718687642291,0.18313094473221256
52,0.2900334831833251,0.9772714356806801,0.928116082342306
53,0.23298636309433307,0.3725712348325254,0.36476336083971994
54,0.3403682858041914,0.0675668259658975,0.06351635999344674
55,0.9521496242066657,0.6962428766432044,0.7929203255929591
56,0.39368003563665305,0.4424972022992689,0.6098243317631802
57,0.3403682858041914,0.30074350011126694,0.4013516070313566
58,0.7715658670580718,0.23905891321570114,0.21367608287287582
59,1.223156202527103,0.2902706286585913,0.33392135273089124
60,1.6606403793348095,1.2297115765318545,1.1514116456579493
61,0.007936591421598726,0.17393883409380598,0.18239795758423616
62,0.25089796330870007,0.12215651853696421,0.18651126691715675
63,0.25323188128725876,0.20905743908822286,0.16903795824987852
64,0.3852648696622474,0.12096532252606387,0.11847058488863217
65,0.04763727524777883,-0.016272092304043334,0.05299612184973419
66,0.4623410117990646,0.4721246426726903,0.4246016566723098
67,0.009901152270820533,-0.004212845531683412,0.04419699260775054
68,0.42181638039990904,0.5260123262652626,0.5410165527434296
69,0.5265890341390446,0.591965596050243,0.766214548634752
70,0.009901152270820533,0.020353785003275476,0.1305752333834658
